loc,trait,group1,group2,meandiff,p-adj,lower,upper,reject
Glyma.12G136000,oil_content,hap1,hap2,0.815,0.0125,0.1775,1.4526,TRUE
Glyma.15G208100,oil_content,hap2,hap3,0.9026,0.0242,0.0954,1.7099,TRUE
Glyma.14G099300,oil_content,hap1,hap2,0.5157,0.0435,0.0152,1.0162,TRUE
Glyma.11G186000,oil_content,hap1,hap2,0.8719,0.0007,0.3756,1.3683,TRUE
Glyma.03G001000,oil_content,hap1,hap2,1.0811,0.0081,0.2841,1.8782,TRUE
Glyma.02G219900,oil_content,hap1,hap2,1.1092,0.0116,0.2508,1.9677,TRUE
Glyma.06G123600,oil_content,hap1,hap2,-1.2464,0.0239,-2.3264,-0.1664,TRUE
Glyma.18G070100,oil_content,hap1,hap3,1.4153,0.0314,0.1012,2.7293,TRUE
Glyma.08G349100,oil_content,hap1,hap2,1.1948,0.0008,0.504,1.8857,TRUE
Glyma.20G075400,oil_content,hap2,hap3,-2.2454,0.0002,-3.5461,-0.9447,TRUE
Glyma.20G070500,oil_content,hap1,hap2,-1.7369,0.0002,-2.6256,-0.8482,TRUE
Glyma.08G104700,oil_content,hap1,hap2,1.272,0.0097,0.2304,2.3137,TRUE
Glyma.08G104700,oil_content,hap1,hap3,1.219,0.0035,0.3098,2.1283,TRUE
Glyma.08G104700,oil_content,hap2,hap5,-1.9838,0.0033,-3.4551,-0.5125,TRUE
Glyma.08G288400,oil_content,hap1,hap3,1.0146,0.0277,0.0896,1.9397,TRUE
Glyma.15G266200,oil_content,hap1,hap2,1.1208,0.0004,0.5016,1.74,TRUE
Glyma.09G176600,oil_content,hap4,hap5,-1.4141,0.0287,-2.7319,-0.0963,TRUE
Glyma.11G200300,oil_content,hap1,hap2,-1.37,0.0018,-2.2251,-0.5149,TRUE
Glyma.20G076700,oil_content,hap2,hap3,-2.237,0.0001,-3.511,-0.9629,TRUE
Glyma.11G163000,oil_content,hap1,hap2,-1.1868,0.0055,-2.0206,-0.3531,TRUE
Glyma.08G264700,oil_content,hap1,hap2,1.2461,0.0166,0.2289,2.2634,TRUE
Glyma.03G103200,oil_content,hap1,hap3,0.9076,0.0095,0.1849,1.6302,TRUE
Glyma.03G103200,oil_content,hap2,hap3,1.1273,0.0022,0.3497,1.9049,TRUE
Glyma.06G152900,oil_content,hap1,hap3,-0.7643,0.0249,-1.4506,-0.0779,TRUE
Glyma.06G234000,oil_content,hap2,hap3,-1.5268,0.0066,-2.6962,-0.3573,TRUE
Glyma.20G112000,oil_content,hap4,hap8,1.7234,0.0007,0.5547,2.892,TRUE
Glyma.20G035200,oil_content,hap1,hap2,-1.2875,0.0117,-2.2849,-0.2901,TRUE
Glyma.12G216000,oil_content,hap1,hap2,1.2903,0.0152,0.2508,2.3298,TRUE
Glyma.13G049100,oil_content,hap1,hap2,-1.628,0.0002,-2.4666,-0.7894,TRUE
Glyma.03G234000,oil_content,hap2,hap3,2.0085,0.0001,0.8682,3.1488,TRUE
Glyma.11G186300,oil_content,hap1,hap3,1.2141,0.0073,0.2474,2.1807,TRUE
Glyma.11G186300,oil_content,hap1,hap4,1.4142,0.0008,0.4741,2.3543,TRUE
Glyma.08G177800,oil_content,hap2,hap3,1.0692,0.0139,0.1794,1.959,TRUE
Glyma.08G112600,oil_content,hap1,hap2,0.9803,0.0113,0.1838,1.7768,TRUE
Glyma.07G079600,oil_content,hap1,hap3,1.6943,0.0021,0.6217,2.7668,TRUE
Glyma.03G000600,oil_content,hap1,hap2,0.7522,0.038,0.0421,1.4623,TRUE
Glyma.08G286200,oil_content,hap1,hap2,0.6127,0.0311,0.0563,1.1691,TRUE
Glyma.07G099700,oil_content,hap1,hap2,0.5572,0.0272,0.0634,1.051,TRUE
Glyma.09G164700,oil_content,hap1,hap2,0.8976,0.0014,0.3501,1.4452,TRUE
Glyma.18G127100,oil_content,hap1,hap2,1.4417,0.0079,0.2846,2.5987,TRUE
Glyma.18G141600,oil_content,hap1,hap5,0.7349,0.0257,0.0906,1.3792,TRUE
Glyma.11G169200,oil_content,hap1,hap2,-0.755,0.0165,-1.3708,-0.1392,TRUE
Glyma.09G238500,oil_content,hap1,hap2,-0.5794,0.0351,-1.1178,-0.041,TRUE
Glyma.20G239200,oil_content,hap1,hap2,0.7809,0.013,0.1667,1.3952,TRUE
Glyma.08G178100,oil_content,hap1,hap2,0.6734,0.0443,0.0172,1.3296,TRUE
Glyma.15G265300,oil_content,hap1,hap2,0.9652,0.0065,0.2739,1.6565,TRUE
Glyma.20G075600,oil_content,hap2,hap3,-2.2801,0.0002,-3.5886,-0.9717,TRUE
Glyma.13G228400,oil_content,hap1,hap2,-1.2385,0.0027,-2.0418,-0.4351,TRUE
Glyma.20G078700,oil_content,hap1,hap2,0.8879,0.0007,0.3769,1.3989,TRUE
Glyma.03G086100,oil_content,hap1,hap2,-1.4194,0.0071,-2.4477,-0.3911,TRUE
Glyma.08G068000,oil_content,hap1,hap3,0.5947,0.0286,0.0627,1.1267,TRUE
Glyma.08G108900,oil_content,hap1,hap2,1.0056,0.0002,0.4745,1.5366,TRUE
Glyma.08G286300,oil_content,hap1,hap2,0.6084,0.0284,0.0649,1.1519,TRUE
Glyma.03G235100,oil_content,hap2,hap5,2.081,0.0066,0.4387,3.7232,TRUE
Glyma.19G192600,oil_content,hap1,hap2,0.5983,0.0165,0.1104,1.0862,TRUE
Glyma.20G071700,oil_content,hap1,hap3,1.1317,0.0002,0.535,1.7285,TRUE
Glyma.15G183600,oil_content,hap1,hap2,0.8256,0.0016,0.3175,1.3336,TRUE
Glyma.03G098800,oil_content,hap1,hap3,1.3284,0.001,0.4698,2.187,TRUE
Glyma.06G202500,oil_content,hap1,hap2,0.6666,0.0109,0.1554,1.1778,TRUE
Glyma.08G288300,oil_content,hap1,hap2,0.916,0.0203,0.1437,1.6882,TRUE
Glyma.04G112500,oil_content,hap1,hap2,0.558,0.0341,0.0423,1.0737,TRUE
Glyma.18G166600,oil_content,hap2,hap3,-1.7093,0.0138,-3.1303,-0.2882,TRUE
Glyma.18G063500,oil_content,hap1,hap2,0.8115,0.0019,0.3032,1.3197,TRUE
Glyma.04G204300,oil_content,hap1,hap2,0.5546,0.0415,0.0217,1.0876,TRUE
Glyma.11G177800,oil_content,hap1,hap2,0.8567,0.0008,0.3628,1.3505,TRUE
Glyma.12G029200,oil_content,hap1,hap2,0.7013,0.0162,0.1309,1.2717,TRUE
Glyma.20G075100,oil_content,hap1,hap2,0.9542,0.0032,0.3237,1.5847,TRUE
Glyma.18G241000,oil_content,hap1,hap4,1.305,0.0057,0.3203,2.2897,TRUE
Glyma.07G057700,oil_content,hap1,hap4,1.2609,0.009,0.2195,2.3024,TRUE
Glyma.10G083500,oil_content,hap1,hap2,0.9647,0.0038,0.3161,1.6133,TRUE
Glyma.17G219700,oil_content,hap2,hap3,-0.9541,0.038,-1.866,-0.0421,TRUE
Glyma.11G197800,oil_content,hap1,hap2,0.8644,0.0008,0.3644,1.3644,TRUE
Glyma.16G146500,oil_content,hap1,hap2,1.423,0.0046,0.3383,2.5077,TRUE
Glyma.04G046000,oil_content,hap2,hap3,1.5186,0.031,0.1114,2.9259,TRUE
Glyma.09G145400,oil_content,hap1,hap2,-0.686,0.0386,-1.3357,-0.0364,TRUE
Glyma.11G161100,oil_content,hap1,hap4,-2.2734,0.0002,-3.5955,-0.9513,TRUE
Glyma.01G134000,oil_content,hap1,hap2,-1.0848,0.0295,-2.0604,-0.1093,TRUE
Glyma.20G080800,oil_content,hap1,hap2,0.9769,0.0003,0.4536,1.5001,TRUE
Glyma.08G148100,oil_content,hap2,hap3,2.2122,0.0022,0.6219,3.8025,TRUE
Glyma.06G147000,oil_content,hap2,hap3,0.9372,0.0239,0.1005,1.7739,TRUE
Glyma.19G042900,oil_content,hap1,hap3,-1.1262,0.0001,-1.6722,-0.5801,TRUE
Glyma.20G232500,oil_content,hap1,hap2,-0.5321,0.0494,-1.0629,-0.0013,TRUE
Glyma.06G242700,oil_content,hap1,hap2,0.7634,0.0132,0.1618,1.3651,TRUE
Glyma.06G313300,oil_content,hap1,hap2,0.7848,0.0188,0.1316,1.438,TRUE
Glyma.08G108000,oil_content,hap1,hap2,1.2542,0,0.7106,1.7979,TRUE
Glyma.02G002500,oil_content,hap2,hap3,0.8611,0.0058,0.2533,1.4689,TRUE
Glyma.13G145200,oil_content,hap1,hap2,1.1239,0.008,0.2967,1.9511,TRUE
Glyma.19G031700,oil_content,hap1,hap3,-1.3236,0.0135,-2.3707,-0.2764,TRUE
Glyma.09G229500,oil_content,hap1,hap2,0.7951,0.0142,0.1615,1.4286,TRUE
Glyma.16G148800,oil_content,hap2,hap3,0.92,0.0195,0.1207,1.7193,TRUE
Glyma.13G189200,oil_content,hap2,hap4,1.6373,0.0076,0.3062,2.9684,TRUE
Glyma.13G189200,oil_content,hap2,hap6,1.705,0.0339,0.0836,3.3263,TRUE
Glyma.10G084100,oil_content,hap1,hap2,1.0085,0.0041,0.3231,1.6939,TRUE
Glyma.15G264600,oil_content,hap1,hap2,0.8568,0.0068,0.2394,1.4742,TRUE
Glyma.18G156700,oil_content,hap1,hap3,0.9649,0.0345,0.056,1.8737,TRUE
Glyma.04G005200,oil_content,hap1,hap3,1.3929,0.0026,0.4924,2.2933,TRUE
Glyma.11G083500,oil_content,hap1,hap2,0.6923,0.048,0.0061,1.3786,TRUE
Glyma.13G194500,oil_content,hap17,hap2,-1.933,0.0165,-3.6015,-0.2644,TRUE
Glyma.13G194500,oil_content,hap2,hap6,1.9106,0.0005,0.6884,3.1329,TRUE
Glyma.20G006900,oil_content,hap1,hap3,0.9542,0.0087,0.2441,1.6643,TRUE
Glyma.06G159900,oil_content,hap1,hap2,-0.7298,0.0044,-1.2292,-0.2305,TRUE
Glyma.18G136100,oil_content,hap1,hap3,0.8018,0.0442,0.0165,1.5871,TRUE
Glyma.15G184400,oil_content,hap1,hap2,0.7301,0.004,0.2358,1.2245,TRUE
Glyma.13G216700,oil_content,hap3,hap4,1.8092,0.0054,0.4089,3.2095,TRUE
Glyma.05G147100,oil_content,hap2,hap4,1.0711,0.0339,0.0573,2.0849,TRUE
Glyma.19G037200,oil_content,hap3,hap5,-2.0217,0.0004,-3.2515,-0.792,TRUE
Glyma.08G283900,oil_content,hap1,hap2,0.7604,0.0158,0.1443,1.3765,TRUE
Glyma.18G158700,oil_content,hap1,hap3,0.9597,0.0339,0.0581,1.8613,TRUE
Glyma.16G171700,oil_content,hap1,hap2,1.1689,0.009,0.2201,2.1176,TRUE
Glyma.11G187000,oil_content,hap1,hap2,0.8572,0.0008,0.3602,1.3541,TRUE
Glyma.04G005600,oil_content,hap1,hap3,1.3196,0.0073,0.3596,2.2795,TRUE
Glyma.08G284600,oil_content,hap1,hap3,1.1855,0.015,0.1894,2.1817,TRUE
Glyma.06G260900,oil_content,hap2,hap3,1.5632,0.0031,0.4519,2.6745,TRUE
Glyma.19G044000,oil_content,hap1,hap2,0.9073,0.0004,0.4149,1.3998,TRUE
Glyma.08G170700,oil_content,hap1,hap2,0.8165,0.0047,0.2532,1.3798,TRUE
Glyma.09G240900,oil_content,hap1,hap2,-0.9511,0.0351,-1.8349,-0.0673,TRUE
Glyma.20G036800,oil_content,hap1,hap2,-1.2875,0.0117,-2.2849,-0.2901,TRUE
Glyma.18G154600,oil_content,hap1,hap3,1.1517,0.0127,0.2033,2.1001,TRUE
Glyma.08G205600,oil_content,hap1,hap3,1.1825,0.0111,0.2007,2.1644,TRUE
Glyma.06G171700,oil_content,hap1,hap4,2.174,0.0002,0.9285,3.4195,TRUE
Glyma.10G088000,oil_content,hap1,hap2,1.1906,0.0046,0.3723,2.0089,TRUE
Glyma.20G239400,oil_content,hap1,hap2,-0.9263,0.0008,-1.4619,-0.3907,TRUE
Glyma.03G098600,oil_content,hap1,hap3,1.345,0.0008,0.4884,2.2016,TRUE
Glyma.03G098600,oil_content,hap2,hap3,1.4088,0.0004,0.5509,2.2668,TRUE
Glyma.18G219200,oil_content,hap2,hap8,1.3704,0.0186,0.1878,2.553,TRUE
Glyma.08G108400,oil_content,hap1,hap2,-0.6899,0.0072,-1.1907,-0.189,TRUE
Glyma.04G067300,oil_content,hap1,hap2,1.6765,0.0105,0.2927,3.0603,TRUE
Glyma.04G067300,oil_content,hap2,hap3,-2.7542,0.0006,-4.5601,-0.9483,TRUE
Glyma.06G213600,oil_content,hap1,hap2,0.9884,0.0135,0.1681,1.8088,TRUE
Glyma.09G060900,oil_content,hap1,hap2,1.1595,0.0109,0.2699,2.0492,TRUE
Glyma.12G050600,oil_content,hap1,hap2,1.0579,0.0223,0.1523,1.9635,TRUE
Glyma.18G244600,oil_content,hap1,hap3,1.1723,0.0111,0.2218,2.1229,TRUE
Glyma.18G244600,oil_content,hap2,hap3,1.467,0.0314,0.1046,2.8294,TRUE
Glyma.05G149800,oil_content,hap1,hap2,0.9858,0.0024,0.2988,1.6729,TRUE
Glyma.11G169600,oil_content,hap1,hap2,-1.0638,0.0001,-1.5865,-0.5411,TRUE
Glyma.20G089500,oil_content,hap1,hap2,-2.448,0,-3.3666,-1.5294,TRUE
Glyma.03G144900,oil_content,hap1,hap2,1.2173,0.0029,0.4209,2.0137,TRUE
Glyma.07G052700,oil_content,hap1,hap4,1.0975,0.0258,0.108,2.0871,TRUE
Glyma.07G052700,oil_content,hap3,hap4,1.9903,0.0024,0.6126,3.3681,TRUE
Glyma.20G247200,oil_content,hap1,hap2,-0.7981,0.0103,-1.4055,-0.1908,TRUE
Glyma.15G190300,oil_content,hap2,hap3,1.122,0.0022,0.3488,1.8953,TRUE
Glyma.05G124800,oil_content,hap1,hap2,0.9828,0.0015,0.3815,1.5841,TRUE
Glyma.15G186300,oil_content,hap2,hap3,1.0931,0.0021,0.3408,1.8454,TRUE
Glyma.02G219300,oil_content,hap1,hap2,-0.5584,0.0401,-1.0914,-0.0254,TRUE
Glyma.20G222400,oil_content,hap1,hap2,-0.5902,0.0198,-1.0855,-0.0949,TRUE
Glyma.11G175900,oil_content,hap1,hap2,0.8342,0.001,0.3408,1.3277,TRUE
Glyma.11G036500,oil_content,hap1,hap2,0.6735,0.0337,0.0524,1.2945,TRUE
Glyma.13G192300,oil_content,hap1,hap2,0.5922,0.0315,0.053,1.1314,TRUE
Glyma.18G151300,oil_content,hap1,hap3,1.0218,0.0155,0.1602,1.8833,TRUE
Glyma.08G105800,oil_content,hap1,hap2,1.0524,0.0023,0.3217,1.7831,TRUE
Glyma.08G105800,oil_content,hap2,hap3,-1.8586,0.001,-3.0595,-0.6578,TRUE
Glyma.11G084400,oil_content,hap1,hap4,1.3064,0.0139,0.2191,2.3937,TRUE
Glyma.08G111400,oil_content,hap1,hap3,0.9826,0.0371,0.047,1.9182,TRUE
Glyma.20G074400,oil_content,hap3,hap4,-2.2299,0.0001,-3.4642,-0.9956,TRUE
Glyma.20G006700,oil_content,hap1,hap2,1.0176,0.0032,0.3458,1.6895,TRUE
Glyma.15G208900,oil_content,hap2,hap3,1.0961,0.0111,0.2076,1.9847,TRUE
Glyma.06G003800,oil_content,hap1,hap3,-1.215,0.0255,-2.2799,-0.1502,TRUE
Glyma.01G080800,oil_content,hap1,hap2,-0.9372,0.0123,-1.669,-0.2053,TRUE
Glyma.17G175100,oil_content,hap1,hap2,-0.6962,0.014,-1.2498,-0.1426,TRUE
Glyma.14G156600,oil_content,hap1,hap2,-0.7909,0.0121,-1.4065,-0.1752,TRUE
Glyma.06G170700,oil_content,hap1,hap3,1.183,0.0126,0.2568,2.1092,TRUE
Glyma.02G066400,oil_content,hap2,hap3,1.3447,0.0101,0.2388,2.4505,TRUE
Glyma.04G016100,oil_content,hap1,hap2,0.6444,0.0497,0.0009,1.288,TRUE
Glyma.03G098000,oil_content,hap1,hap3,0.8767,0.014,0.1458,1.6077,TRUE
Glyma.18G093100,oil_content,hap1,hap2,1.0823,0.0199,0.1731,1.9914,TRUE
Glyma.06G200000,oil_content,hap1,hap2,0.9878,0.0029,0.2901,1.6855,TRUE
Glyma.06G200000,oil_content,hap2,hap4,-0.9294,0.0337,-1.8017,-0.0572,TRUE
Glyma.08G067800,oil_content,hap1,hap2,0.5955,0.0284,0.0638,1.1272,TRUE
Glyma.18G071700,oil_content,hap1,hap4,1.8906,0.0019,0.6029,3.1782,TRUE
Glyma.18G071700,oil_content,hap2,hap4,1.8564,0.0052,0.4684,3.2443,TRUE
Glyma.18G158000,oil_content,hap2,hap4,1.336,0.014,0.1848,2.4873,TRUE
Glyma.10G029800,oil_content,hap1,hap2,0.9677,0.0245,0.1006,1.8347,TRUE
Glyma.20G246800,oil_content,hap1,hap2,-1.2206,0.0076,-2.1698,-0.2715,TRUE
Glyma.13G191800,oil_content,hap11,hap9,1.8102,0.0166,0.1939,3.4265,TRUE
Glyma.18G174600,oil_content,hap2,hap3,-1.7717,0.0044,-3.0761,-0.4672,TRUE
Glyma.03G157900,oil_content,hap1,hap4,-1.1374,0.0114,-2.0616,-0.2131,TRUE
Glyma.16G217800,oil_content,hap2,hap3,1.9171,0.0015,0.6359,3.1983,TRUE
Glyma.10G083600,oil_content,hap1,hap3,1.0193,0.0081,0.2212,1.8175,TRUE
Glyma.07G062800,oil_content,hap1,hap2,-1.0526,0.0267,-1.9822,-0.123,TRUE
Glyma.20G083100,oil_content,hap1,hap3,1.1673,0.0011,0.407,1.9277,TRUE
Glyma.07G000300,oil_content,hap1,hap2,1.3032,0.0082,0.3415,2.265,TRUE
Glyma.13G074400,oil_content,hap1,hap3,-1.6051,0.0006,-2.518,-0.6923,TRUE
Glyma.02G270200,oil_content,hap1,hap2,-1.6004,0.0012,-2.5579,-0.6429,TRUE
Glyma.06G106300,oil_content,hap1,hap2,0.875,0.0284,0.0935,1.6565,TRUE
Glyma.20G007300,oil_content,hap1,hap2,0.7187,0.0425,0.0244,1.4131,TRUE
Glyma.20G087500,oil_content,hap1,hap2,-2.9795,0,-3.9475,-2.0115,TRUE
Glyma.20G043000,oil_content,hap1,hap2,-1.4647,0.0081,-2.544,-0.3854,TRUE
Glyma.06G205000,oil_content,hap1,hap3,1.0811,0.0067,0.2515,1.9107,TRUE
Glyma.13G168300,oil_content,hap1,hap2,-0.8321,0.007,-1.4732,-0.1909,TRUE
Glyma.13G210100,oil_content,hap1,hap2,0.949,0.0065,0.268,1.63,TRUE
Glyma.08G220900,oil_content,hap1,hap3,-1.6068,0.0239,-3.0807,-0.1328,TRUE
Glyma.08G220900,oil_content,hap3,hap5,1.9285,0.001,0.5624,3.2947,TRUE
Glyma.15G183400,oil_content,hap1,hap2,0.8519,0.0012,0.3427,1.3611,TRUE
Glyma.07G083800,oil_content,hap1,hap2,0.9558,0.0248,0.1223,1.7893,TRUE
Glyma.02G269400,oil_content,hap1,hap2,-1.5707,0.0005,-2.4393,-0.7021,TRUE
Glyma.15G190800,oil_content,hap2,hap3,1.1184,0.0017,0.3612,1.8755,TRUE
Glyma.11G172500,oil_content,hap1,hap2,-1.2517,0.0004,-2.0061,-0.4973,TRUE
Glyma.18G174100,oil_content,hap1,hap2,1.1423,0.0045,0.3581,1.9265,TRUE
Glyma.20G103300,oil_content,hap1,hap3,0.6921,0.0203,0.1085,1.2757,TRUE
Glyma.01G016500,oil_content,hap2,hap3,2.1581,0.0009,0.7647,3.5514,TRUE
Glyma.17G191600,oil_content,hap1,hap2,1.0855,0.034,0.0827,2.0883,TRUE
Glyma.08G283300,oil_content,hap1,hap2,0.635,0.034,0.0485,1.2215,TRUE
Glyma.20G237700,oil_content,hap1,hap2,1.5859,0.0004,0.7169,2.455,TRUE
Glyma.20G032000,oil_content,hap1,hap4,-1.864,0.0044,-3.2339,-0.4941,TRUE
Glyma.08G115700,oil_content,hap1,hap2,-0.7317,0.0384,-1.4236,-0.0397,TRUE
Glyma.18G169500,oil_content,hap1,hap2,0.9978,0.0151,0.1948,1.8008,TRUE
Glyma.08G175900,oil_content,hap1,hap2,0.7869,0.0145,0.158,1.4158,TRUE
Glyma.06G020900,oil_content,hap1,hap3,1.1011,0.037,0.0671,2.1351,TRUE
Glyma.08G106400,oil_content,hap1,hap3,0.8337,0.008,0.2205,1.447,TRUE
Glyma.19G038100,oil_content,hap1,hap3,-1.556,0.0005,-2.5193,-0.5927,TRUE
Glyma.10G084300,oil_content,hap1,hap2,1.0184,0.0023,0.3672,1.6695,TRUE
Glyma.15G113600,oil_content,hap1,hap3,0.6161,0.0291,0.0635,1.1688,TRUE
Glyma.18G243400,oil_content,hap2,hap3,1.3844,0.0013,0.4693,2.2996,TRUE
Glyma.20G045900,oil_content,hap1,hap2,-1.4098,0.0076,-2.4414,-0.3782,TRUE
Glyma.04G051200,oil_content,hap1,hap2,0.8185,0.0093,0.1679,1.4691,TRUE
Glyma.13G100500,oil_content,hap1,hap2,-0.7267,0.0231,-1.3528,-0.1006,TRUE
Glyma.20G076500,oil_content,hap2,hap3,-2.3391,0,-3.5137,-1.1645,TRUE
Glyma.20G104000,oil_content,hap1,hap2,0.914,0.0435,0.0211,1.8069,TRUE
Glyma.04G136600,oil_content,hap1,hap2,-1.0565,0.0095,-1.8519,-0.261,TRUE
Glyma.06G123200,oil_content,hap1,hap2,-1.2511,0.0237,-2.3333,-0.169,TRUE
Glyma.08G109700,oil_content,hap1,hap2,1.1717,0.0001,0.5954,1.748,TRUE
Glyma.11G170900,oil_content,hap1,hap2,-1.2334,0,-1.7576,-0.7091,TRUE
Glyma.15G266900,oil_content,hap1,hap2,1.2632,0.0002,0.611,1.9153,TRUE
Glyma.11G186900,oil_content,hap1,hap2,0.8527,0.0009,0.3541,1.3512,TRUE
Glyma.11G111600,oil_content,hap1,hap2,-0.9324,0.0008,-1.4704,-0.3943,TRUE
Glyma.18G045100,oil_content,hap1,hap5,-1.1381,0.0076,-2.0477,-0.2285,TRUE
Glyma.13G079300,oil_content,hap1,hap2,-1.1232,0.0088,-1.9608,-0.2857,TRUE
Glyma.16G150400,oil_content,hap1,hap3,-0.9086,0.0053,-1.5889,-0.2282,TRUE
Glyma.11G173800,oil_content,hap2,hap3,-1.2711,0.003,-2.1728,-0.3695,TRUE
Glyma.11G232400,oil_content,hap13,hap2,-1.4161,0.0223,-2.6871,-0.1451,TRUE
Glyma.20G238400,oil_content,hap1,hap2,-1.3881,0.0025,-2.3557,-0.4205,TRUE
Glyma.18G180500,oil_content,hap1,hap2,-1.5174,0.0073,-2.6221,-0.4127,TRUE
Glyma.11G036800,oil_content,hap1,hap2,0.6861,0.0278,0.0755,1.2967,TRUE
Glyma.19G042600,oil_content,hap1,hap2,-1.1873,0,-1.6907,-0.684,TRUE
Glyma.09G168200,oil_content,hap1,hap3,0.9626,0.0347,0.0552,1.87,TRUE
Glyma.20G224100,oil_content,hap1,hap2,-1.6581,0.008,-2.9542,-0.3619,TRUE
Glyma.14G212300,oil_content,hap1,hap2,-0.806,0.016,-1.4603,-0.1517,TRUE
Glyma.17G155700,oil_content,hap1,hap2,-0.8024,0.0363,-1.5641,-0.0407,TRUE
Glyma.06G206400,oil_content,hap1,hap2,1.1889,0.0038,0.3257,2.0521,TRUE
Glyma.01G170400,oil_content,hap1,hap2,0.6519,0.0125,0.1417,1.1621,TRUE
Glyma.15G190200,oil_content,hap3,hap4,1.1971,0.0021,0.3749,2.0192,TRUE
Glyma.15G186200,oil_content,hap1,hap3,0.7714,0.0044,0.2436,1.2992,TRUE
Glyma.09G023200,oil_content,hap1,hap3,1.0675,0.0043,0.2839,1.8512,TRUE
Glyma.09G023200,oil_content,hap2,hap3,1.8115,0.0001,0.7862,2.8367,TRUE
