loc,trait,name,sum_sq,df,F,PR(>F)
Glyma.20G239900,oil_content,Residual,511.4516009,158,NA,NA
Glyma.13G187600,oil_content,C(type),50.79013657,4,4.187814691,0.002840452
Glyma.13G187600,oil_content,Residual,576.0836296,190,NA,NA
Glyma.06G163600,oil_content,C(type),54.45063462,3,5.401801464,0.001876163
Glyma.06G163600,oil_content,Residual,288.9625254,86,NA,NA
Glyma.11G174300,oil_content,C(type),29.36753766,1,9.396447272,0.002474229
Glyma.11G174300,oil_content,Residual,625.0774747,200,NA,NA
Glyma.08G106100,oil_content,C(type),28.38075385,1,9.541117205,0.002297858
Glyma.08G106100,oil_content,Residual,588.9655416,198,NA,NA
Glyma.08G159800,oil_content,C(type),22.12699504,1,6.913025642,0.009253889
Glyma.08G159800,oil_content,Residual,611.3467925,191,NA,NA
Glyma.14G210700,oil_content,C(type),30.2433244,1,9.510163411,0.002342954
Glyma.14G210700,oil_content,Residual,613.7603905,193,NA,NA
Glyma.16G179300,oil_content,C(type),30.63989817,3,3.257803772,0.022822061
Glyma.16G179300,oil_content,Residual,576.8447763,184,NA,NA
Glyma.19G256100,oil_content,C(type),15.26244539,1,5.058855882,0.025590361
Glyma.19G256100,oil_content,Residual,603.3951447,200,NA,NA
Glyma.15G184800,oil_content,C(type),23.97633527,1,7.614157453,0.006328877
Glyma.15G184800,oil_content,Residual,629.7830172,200,NA,NA
Glyma.04G154100,oil_content,C(type),15.91306255,1,5.02228285,0.026133531
Glyma.04G154100,oil_content,Residual,627.361397,198,NA,NA
Glyma.04G135900,oil_content,C(type),31.05366466,2,4.983141944,0.007745936
Glyma.04G135900,oil_content,Residual,610.7109072,196,NA,NA
Glyma.15G190900,oil_content,C(type),28.46484754,1,9.325619493,0.002570429
Glyma.15G190900,oil_content,Residual,604.3609025,198,NA,NA
Glyma.04G113400,oil_content,C(type),38.17569727,2,6.232891423,0.002364355
Glyma.04G113400,oil_content,Residual,615.5502022,201,NA,NA
Glyma.18G167000,oil_content,C(type),15.90115851,1,5.617964111,0.018768316
Glyma.18G167000,oil_content,Residual,543.439291,192,NA,NA
Glyma.04G049600,oil_content,C(type),13.01372082,1,4.117348865,0.043751161
Glyma.04G049600,oil_content,Residual,641.6229016,203,NA,NA
Glyma.20G103200,oil_content,C(type),26.02721984,3,2.858670914,0.038198222
Glyma.20G103200,oil_content,Residual,588.7678574,194,NA,NA
Glyma.08G047200,oil_content,C(type),20.45035814,1,6.440360374,0.011954227
Glyma.08G047200,oil_content,Residual,606.4906584,191,NA,NA
Glyma.03G012100,oil_content,C(type),17.16503634,1,5.358755085,0.022072609
Glyma.03G012100,oil_content,Residual,448.4446573,140,NA,NA
Glyma.18G242700,oil_content,C(type),38.60437539,1,12.79989265,0.000432545
Glyma.18G242700,oil_content,Residual,618.278385,205,NA,NA
Glyma.12G107000,oil_content,C(type),29.10854295,1,9.410582801,0.002486778
Glyma.12G107000,oil_content,Residual,562.957144,182,NA,NA
Glyma.19G257200,oil_content,C(type),18.29727967,1,6.06169222,0.014656591
Glyma.19G257200,oil_content,Residual,606.7205459,201,NA,NA
Glyma.08G117700,oil_content,C(type),40.32120138,3,4.310329655,0.00575365
Glyma.08G117700,oil_content,Residual,583.1003861,187,NA,NA
Glyma.18G035400,oil_content,C(type),20.35465092,1,6.55081191,0.011218621
Glyma.18G035400,oil_content,Residual,624.546223,201,NA,NA
Glyma.12G136000,oil_content,C(type),20.27335733,1,6.359472823,0.012492583
Glyma.12G136000,oil_content,Residual,608.8887173,191,NA,NA
Glyma.15G208100,oil_content,C(type),22.49930836,2,3.502699801,0.03207523
Glyma.15G208100,oil_content,Residual,610.2248025,190,NA,NA
Glyma.14G099300,oil_content,C(type),13.21404388,1,4.128724202,0.043503853
Glyma.14G099300,oil_content,Residual,630.5014617,197,NA,NA
Glyma.11G186000,oil_content,C(type),36.85200892,1,11.99835343,0.000650687
Glyma.11G186000,oil_content,Residual,617.3558591,201,NA,NA
Glyma.03G001000,oil_content,C(type),22.8139455,1,7.157148373,0.008107803
Glyma.03G001000,oil_content,Residual,615.2019283,193,NA,NA
Glyma.02G219900,oil_content,C(type),20.11230415,1,6.494272004,0.011596483
Glyma.02G219900,oil_content,Residual,600.8043708,194,NA,NA
Glyma.06G123600,oil_content,C(type),16.18117184,1,5.177356022,0.023917175
Glyma.06G123600,oil_content,Residual,640.7015885,205,NA,NA
Glyma.18G070100,oil_content,C(type),20.05761215,2,3.253876021,0.040857867
Glyma.18G070100,oil_content,Residual,567.1083675,184,NA,NA
Glyma.08G349100,oil_content,C(type),35.39826078,1,11.63345088,0.000785097
Glyma.08G349100,oil_content,Residual,602.4743392,198,NA,NA
Glyma.20G075400,oil_content,C(type),52.56920074,2,8.892850267,0.000204084
Glyma.20G075400,oil_content,Residual,555.67166,188,NA,NA
Glyma.20G070500,oil_content,C(type),44.52082787,1,14.84930649,0.00015596
Glyma.20G070500,oil_content,Residual,611.6278153,204,NA,NA
Glyma.08G104700,oil_content,C(type),72.21185685,3,8.222860395,3.53E-05
Glyma.08G104700,oil_content,Residual,567.8924184,194,NA,NA
Glyma.08G288400,oil_content,C(type),21.49714369,2,3.514869105,0.031602852
Glyma.08G288400,oil_content,Residual,611.605811,200,NA,NA
Glyma.15G266200,oil_content,C(type),38.84073947,1,12.73706635,0.000447833
Glyma.15G266200,oil_content,Residual,615.9840233,202,NA,NA
Glyma.09G176600,oil_content,C(type),38.39117473,4,3.025909906,0.019306777
Glyma.09G176600,oil_content,Residual,523.3585953,165,NA,NA
Glyma.11G200300,oil_content,C(type),30.80324118,1,9.979546751,0.001825833
Glyma.11G200300,oil_content,Residual,623.5007333,202,NA,NA
Glyma.20G076700,oil_content,C(type),49.11918689,2,9.200528895,0.000153497
Glyma.20G076700,oil_content,Residual,507.179838,190,NA,NA
Glyma.11G163000,oil_content,C(type),24.30618231,1,7.876939402,0.005489733
Glyma.11G163000,oil_content,Residual,632.5765781,205,NA,NA
Glyma.08G264700,oil_content,C(type),17.46892014,1,5.838516352,0.016625034
Glyma.08G264700,oil_content,Residual,568.4825778,190,NA,NA
Glyma.03G103200,oil_content,C(type),37.13157776,2,6.50074683,0.00185653
Glyma.03G103200,oil_content,Residual,545.4858908,191,NA,NA
Glyma.06G152900,oil_content,C(type),22.95847843,2,3.468821334,0.033205997
Glyma.06G152900,oil_content,Residual,608.9042392,184,NA,NA
Glyma.06G270600,oil_content,C(type),19.61805773,2,3.235458639,0.041474789
Glyma.06G270600,oil_content,Residual,588.1551311,194,NA,NA
Glyma.06G234000,oil_content,C(type),31.22014568,2,5.227122395,0.006159377
Glyma.06G234000,oil_content,Residual,573.3812523,192,NA,NA
Glyma.20G112000,oil_content,C(type),47.67389284,4,4.25188168,0.002651303
Glyma.20G112000,oil_content,Residual,468.1186298,167,NA,NA
Glyma.20G035200,oil_content,C(type),20.18964063,1,6.478202492,0.011659676
Glyma.20G035200,oil_content,Residual,635.7761574,204,NA,NA
Glyma.12G216000,oil_content,C(type),18.8099632,1,5.990057735,0.015236657
Glyma.12G216000,oil_content,Residual,637.4600544,203,NA,NA
Glyma.13G049100,oil_content,C(type),43.18888641,1,14.6658601,0.000174764
Glyma.13G049100,oil_content,Residual,553.6334446,188,NA,NA
Glyma.03G234000,oil_content,C(type),48.09893398,2,8.718635594,0.000239326
Glyma.03G234000,oil_content,Residual,518.5788241,188,NA,NA
Glyma.11G186300,oil_content,C(type),51.10934904,3,5.585827758,0.001069892
Glyma.11G186300,oil_content,Residual,600.8385385,197,NA,NA
Glyma.08G177800,oil_content,C(type),25.45079111,2,4.083029718,0.018326011
Glyma.08G177800,oil_content,Residual,604.6310972,194,NA,NA
Glyma.08G112600,oil_content,C(type),27.63636254,2,4.585468774,0.011323146
Glyma.08G112600,oil_content,Residual,587.6270193,195,NA,NA
Glyma.07G079600,oil_content,C(type),29.88136741,1,9.700262384,0.002108719
Glyma.07G079600,oil_content,Residual,625.3354131,203,NA,NA
Glyma.03G000600,oil_content,C(type),13.65632071,1,4.362566837,0.037996157
Glyma.03G000600,oil_content,Residual,629.1984891,201,NA,NA
Glyma.08G286200,oil_content,C(type),14.87869754,1,4.714634235,0.031078246
Glyma.08G286200,oil_content,Residual,634.326664,201,NA,NA
Glyma.07G099700,oil_content,C(type),15.23414446,1,4.9510179,0.027186977
Glyma.07G099700,oil_content,Residual,618.4714132,201,NA,NA
Glyma.09G164700,oil_content,C(type),30.67073893,1,10.46420719,0.001446958
Glyma.09G164700,oil_content,Residual,530.513554,181,NA,NA
Glyma.18G127100,oil_content,C(type),32.52657319,3,3.678332994,0.013139035
Glyma.18G127100,oil_content,Residual,557.0931491,189,NA,NA
Glyma.08G099300,oil_content,C(type),18.63553904,2,3.177336351,0.043969237
Glyma.08G099300,oil_content,Residual,545.4585033,186,NA,NA
Glyma.18G141600,oil_content,C(type),10.8015602,1,5.097362479,0.025725461
Glyma.18G141600,oil_content,Residual,260.643011,123,NA,NA
Glyma.11G169200,oil_content,C(type),18.50738782,1,5.846499537,0.016527632
Glyma.11G169200,oil_content,Residual,617.2822904,195,NA,NA
Glyma.09G238500,oil_content,C(type),14.1314104,1,4.503964549,0.035052902
Glyma.09G238500,oil_content,Residual,624.3722921,199,NA,NA
Glyma.20G239200,oil_content,C(type),19.44079489,1,6.287031092,0.012978753
Glyma.20G239200,oil_content,Residual,602.9801584,195,NA,NA
Glyma.08G178100,oil_content,C(type),12.84869647,1,4.094606594,0.044337699
Glyma.08G178100,oil_content,Residual,633.8671682,202,NA,NA
Glyma.20G105600,oil_content,C(type),22.1146091,2,3.412395375,0.035158253
Glyma.20G105600,oil_content,Residual,570.2989797,176,NA,NA
Glyma.20G023300,oil_content,C(type),28.49562433,2,4.625418815,0.010849782
Glyma.20G023300,oil_content,Residual,628.3871361,204,NA,NA
Glyma.15G265300,oil_content,C(type),22.24050823,1,7.58581674,0.006460752
Glyma.15G265300,oil_content,Residual,551.1885786,188,NA,NA
Glyma.06G239100,oil_content,C(type),27.00745202,3,2.887329275,0.036901646
Glyma.06G239100,oil_content,Residual,583.0524852,187,NA,NA
Glyma.20G075600,oil_content,C(type),52.09201863,2,8.827418645,0.000217517
Glyma.20G075600,oil_content,Residual,548.8079729,186,NA,NA
Glyma.13G228400,oil_content,C(type),28.86171891,1,9.240908207,0.002683144
Glyma.13G228400,oil_content,Residual,624.6511331,200,NA,NA
Glyma.20G078700,oil_content,C(type),35.65359392,1,11.74032722,0.00074158
Glyma.20G078700,oil_content,Residual,610.4065282,201,NA,NA
Glyma.03G086100,oil_content,C(type),22.76087248,1,7.407117073,0.007061192
Glyma.03G086100,oil_content,Residual,623.7861597,203,NA,NA
Glyma.08G068000,oil_content,C(type),15.464348,1,4.858797485,0.028646146
Glyma.08G068000,oil_content,Residual,636.5504243,200,NA,NA
Glyma.02G003500,oil_content,C(type),52.47059453,3,5.767368538,0.000863354
Glyma.02G003500,oil_content,Residual,554.9682226,183,NA,NA
Glyma.02G003200,oil_content,C(type),37.96813388,2,6.1684006,0.002516841
Glyma.02G003200,oil_content,Residual,612.4487636,199,NA,NA
Glyma.08G108900,oil_content,C(type),41.88984833,1,13.94012722,0.000245702
Glyma.08G108900,oil_content,Residual,604.0016266,201,NA,NA
Glyma.08G286300,oil_content,C(type),15.26067677,1,4.87073254,0.028431098
Glyma.08G286300,oil_content,Residual,639.1601334,204,NA,NA
Glyma.03G235100,oil_content,C(type),43.96314037,3,4.887921859,0.002686092
Glyma.03G235100,oil_content,Residual,575.6313346,192,NA,NA
Glyma.19G192600,oil_content,C(type),18.21040509,1,5.845145812,0.016494676
Glyma.19G192600,oil_content,Residual,638.6723553,205,NA,NA
Glyma.09G039000,oil_content,C(type),20.40573805,2,3.342131079,0.037632639
Glyma.09G039000,oil_content,Residual,534.24059,175,NA,NA
Glyma.20G071700,oil_content,C(type),38.83410497,1,13.99668243,0.000243827
Glyma.20G071700,oil_content,Residual,516.0611136,186,NA,NA
Glyma.08G221200,oil_content,C(type),35.44373169,3,3.842439325,0.010638943
Glyma.08G221200,oil_content,Residual,565.7557678,184,NA,NA
Glyma.15G183600,oil_content,C(type),31.5723757,1,10.27306237,0.00158484
Glyma.15G183600,oil_content,Residual,580.856885,189,NA,NA
Glyma.03G098800,oil_content,C(type),45.19451734,2,7.911660251,0.000502312
Glyma.03G098800,oil_content,Residual,536.9649978,188,NA,NA
Glyma.06G202500,oil_content,C(type),20.4055944,1,6.611998621,0.010858987
Glyma.06G202500,oil_content,Residual,614.1430932,199,NA,NA
Glyma.08G288300,oil_content,C(type),17.14287776,1,5.469357033,0.020320601
Glyma.08G288300,oil_content,Residual,639.4073455,204,NA,NA
Glyma.04G112500,oil_content,C(type),13.97464129,1,4.553719314,0.034077509
Glyma.04G112500,oil_content,Residual,607.6305507,198,NA,NA
Glyma.08G271600,oil_content,C(type),35.07864726,3,3.758957084,0.011783613
Glyma.08G271600,oil_content,Residual,603.4703613,194,NA,NA
Glyma.18G166600,oil_content,C(type),21.58587872,2,4.050127523,0.018987662
Glyma.18G166600,oil_content,Residual,492.9952872,185,NA,NA
Glyma.18G063500,oil_content,C(type),30.47414603,1,9.917693447,0.00190011
Glyma.18G063500,oil_content,Residual,586.8866509,191,NA,NA
Glyma.04G204300,oil_content,C(type),13.50157776,1,4.212195457,0.041470282
Glyma.04G204300,oil_content,Residual,625.0440395,195,NA,NA
Glyma.11G177800,oil_content,C(type),35.84179951,1,11.69892337,0.000756635
Glyma.11G177800,oil_content,Residual,618.8640843,202,NA,NA
Glyma.12G029200,oil_content,C(type),18.33965457,1,5.87734891,0.01621272
Glyma.12G029200,oil_content,Residual,633.4403376,203,NA,NA
Glyma.20G075100,oil_content,C(type),27.39233796,1,8.907882231,0.003200875
Glyma.20G075100,oil_content,Residual,602.713204,196,NA,NA
Glyma.18G241000,oil_content,C(type),31.45600374,2,5.126264888,0.006760287
Glyma.18G241000,oil_content,Residual,601.351751,196,NA,NA
Glyma.07G057700,oil_content,C(type),40.14700642,4,3.266757482,0.012883405
Glyma.07G057700,oil_content,Residual,565.3196803,184,NA,NA
Glyma.10G083500,oil_content,C(type),26.81498878,1,8.603161585,0.003755671
Glyma.10G083500,oil_content,Residual,610.9077168,196,NA,NA
Glyma.17G219700,oil_content,C(type),20.98548209,2,3.475322733,0.032882374
Glyma.17G219700,oil_content,Residual,588.7466174,195,NA,NA
Glyma.11G197800,oil_content,C(type),35.94322918,1,11.6221034,0.000788171
Glyma.11G197800,oil_content,Residual,618.532256,200,NA,NA
Glyma.16G146500,oil_content,C(type),37.65201674,3,4.274222607,0.006129847
Glyma.16G146500,oil_content,Residual,502.1181981,171,NA,NA
Glyma.04G046000,oil_content,C(type),26.46460735,2,4.21476829,0.016109174
Glyma.04G046000,oil_content,Residual,627.901833,200,NA,NA
Glyma.09G145400,oil_content,C(type),13.36098894,1,4.335581901,0.03857086
Glyma.09G145400,oil_content,Residual,628.6680324,204,NA,NA
Glyma.11G161100,oil_content,C(type),49.62542812,2,8.348530001,0.000334263
Glyma.11G161100,oil_content,Residual,567.6721992,191,NA,NA
Glyma.01G134000,oil_content,C(type),15.33459535,1,4.808346202,0.029475658
Glyma.01G134000,oil_content,Residual,637.832415,200,NA,NA
Glyma.20G080800,oil_content,C(type),41.08527623,1,13.55488569,0.000299127
Glyma.20G080800,oil_content,Residual,597.1130705,197,NA,NA
Glyma.08G148100,oil_content,C(type),42.97250766,3,4.692394886,0.003474288
Glyma.08G148100,oil_content,Residual,583.0532995,191,NA,NA
Glyma.06G147000,oil_content,C(type),25.29011548,2,4.056005455,0.018799791
Glyma.06G147000,oil_content,Residual,607.9346507,195,NA,NA
Glyma.19G042900,oil_content,C(type),48.08723846,1,16.55037272,6.94E-05
Glyma.19G042900,oil_content,Residual,552.0464985,190,NA,NA
Glyma.20G232500,oil_content,C(type),12.20916271,1,3.911296577,0.049439522
Glyma.20G232500,oil_content,Residual,580.601399,186,NA,NA
Glyma.05G149000,oil_content,C(type),37.71774503,4,3.083373291,0.017335805
Glyma.05G149000,oil_content,Residual,562.7006878,184,NA,NA
Glyma.03G181600,oil_content,C(type),20.60182387,2,3.417508294,0.034740647
Glyma.03G181600,oil_content,Residual,596.803398,198,NA,NA
Glyma.06G242700,oil_content,C(type),18.87239278,1,6.263122948,0.013158007
Glyma.06G242700,oil_content,Residual,581.5584072,193,NA,NA
Glyma.03G057700,oil_content,C(type),31.41210664,3,3.402074553,0.01906548
Glyma.03G057700,oil_content,Residual,526.2936042,171,NA,NA
Glyma.06G313300,oil_content,C(type),17.50220166,1,5.611605315,0.018771076
Glyma.06G313300,oil_content,Residual,639.3805587,205,NA,NA
Glyma.08G108000,oil_content,C(type),59.28220349,1,20.69378382,9.31E-06
Glyma.08G108000,oil_content,Residual,575.8117029,201,NA,NA
Glyma.02G002500,oil_content,C(type),24.13204726,1,7.823026046,0.005764282
Glyma.02G002500,oil_content,Residual,515.1525598,167,NA,NA
Glyma.13G145200,oil_content,C(type),21.77667216,1,7.176812815,0.007990678
Glyma.13G145200,oil_content,Residual,615.9648527,203,NA,NA
Glyma.19G031700,oil_content,C(type),19.58834147,1,6.223265126,0.013540656
Glyma.19G031700,oil_content,Residual,547.6821807,174,NA,NA
Glyma.08G346800,oil_content,C(type),28.38354337,2,4.465386427,0.012780349
Glyma.08G346800,oil_content,Residual,581.6057045,183,NA,NA
Glyma.09G229500,oil_content,C(type),19.0624108,1,6.124484394,0.014172732
Glyma.09G229500,oil_content,Residual,616.2734847,198,NA,NA
Glyma.16G148800,oil_content,C(type),22.61341207,2,3.805448402,0.02413439
Glyma.16G148800,oil_content,Residual,514.0156788,173,NA,NA
Glyma.13G189200,oil_content,C(type),40.7059957,4,3.358371731,0.011113107
Glyma.13G189200,oil_content,Residual,554.5244697,183,NA,NA
Glyma.10G084100,oil_content,C(type),26.04672628,1,8.416792738,0.004127709
Glyma.10G084100,oil_content,Residual,628.2066815,203,NA,NA
Glyma.15G264600,oil_content,C(type),22.0860642,1,7.489900916,0.006775014
Glyma.15G264600,oil_content,Residual,577.9607277,196,NA,NA
Glyma.18G156700,oil_content,C(type),23.77930304,2,3.791076174,0.024279211
Glyma.18G156700,oil_content,Residual,602.1543718,192,NA,NA
Glyma.04G005200,oil_content,C(type),28.61798258,1,9.302853457,0.002593123
Glyma.04G005200,oil_content,Residual,624.4804877,203,NA,NA
Glyma.11G083500,oil_content,C(type),12.23311667,1,3.957896726,0.048021495
Glyma.11G083500,oil_content,Residual,615.0716873,199,NA,NA
Glyma.13G194500,oil_content,C(type),51.22791652,3,6.046010174,0.000880649
Glyma.13G194500,oil_content,Residual,240.0686722,85,NA,NA
Glyma.20G006900,oil_content,C(type),21.99647289,1,7.020722529,0.008694841
Glyma.20G006900,oil_content,Residual,632.8818016,202,NA,NA
Glyma.06G159900,oil_content,C(type),26.03380881,1,8.308365745,0.00438201
Glyma.06G159900,oil_content,Residual,620.4221507,198,NA,NA
Glyma.18G136100,oil_content,C(type),19.53445213,2,3.207869154,0.042586098
Glyma.18G136100,oil_content,Residual,593.7302898,195,NA,NA
Glyma.15G184400,oil_content,C(type),25.7260641,1,8.480563506,0.003995255
Glyma.15G184400,oil_content,Residual,609.7400108,201,NA,NA
Glyma.06G143700,oil_content,C(type),35.87292063,3,3.875139582,0.01014045
Glyma.06G143700,oil_content,Residual,589.3747132,191,NA,NA
Glyma.13G216700,oil_content,C(type),41.39523592,3,4.462839305,0.004676009
Glyma.13G216700,oil_content,Residual,602.9099751,195,NA,NA
Glyma.05G147100,oil_content,C(type),31.77937953,3,3.373807859,0.019727024
Glyma.05G147100,oil_content,Residual,549.4673132,175,NA,NA
Glyma.19G037200,oil_content,C(type),47.31066647,2,7.571874766,0.000697109
Glyma.19G037200,oil_content,Residual,559.2148286,179,NA,NA
Glyma.20G122200,oil_content,C(type),27.91086416,2,4.42234548,0.013273475
Glyma.20G122200,oil_content,Residual,596.4203103,189,NA,NA
Glyma.08G283900,oil_content,C(type),17.92144498,1,5.927349602,0.015841628
Glyma.08G283900,oil_content,Residual,568.4212813,188,NA,NA
Glyma.18G158700,oil_content,C(type),23.99061709,2,3.874159043,0.022372757
Glyma.18G158700,oil_content,Residual,609.9583824,197,NA,NA
Glyma.16G171700,oil_content,C(type),36.40570621,3,3.438064653,0.018465463
Glyma.16G171700,oil_content,Residual,536.5099169,152,NA,NA
Glyma.01G225000,oil_content,C(type),35.06472317,2,6.059131166,0.002792143
Glyma.01G225000,oil_content,Residual,572.9216778,198,NA,NA
Glyma.11G187000,oil_content,C(type),35.61573948,1,11.56761722,0.000809559
Glyma.11G187000,oil_content,Residual,618.8624241,201,NA,NA
Glyma.04G005600,oil_content,C(type),22.69580953,1,7.347147707,0.007297762
Glyma.04G005600,oil_content,Residual,620.9018653,201,NA,NA
Glyma.14G046500,oil_content,C(type),42.46865962,4,4.057798419,0.003564232
Glyma.14G046500,oil_content,Residual,470.9671317,180,NA,NA
Glyma.08G284600,oil_content,C(type),25.12564583,2,4.177165551,0.016715084
Glyma.08G284600,oil_content,Residual,595.4848825,198,NA,NA
Glyma.06G260900,oil_content,C(type),35.70962836,2,6.172113039,0.002578137
Glyma.06G260900,oil_content,Residual,497.5650996,172,NA,NA
Glyma.19G044000,oil_content,C(type),39.6896963,1,13.202665,0.000356608
Glyma.19G044000,oil_content,Residual,592.2190836,197,NA,NA
Glyma.08G170700,oil_content,C(type),24.7797333,1,8.168315533,0.004711755
Glyma.08G170700,oil_content,Residual,609.7617524,201,NA,NA
Glyma.09G240900,oil_content,C(type),14.11444806,1,4.50156269,0.035064689
Glyma.09G240900,oil_content,Residual,642.7683123,205,NA,NA
Glyma.20G036800,oil_content,C(type),20.18964063,1,6.478202492,0.011659676
Glyma.20G036800,oil_content,Residual,635.7761574,204,NA,NA
Glyma.18G154600,oil_content,C(type),28.8204157,2,4.645392152,0.010799903
Glyma.18G154600,oil_content,Residual,552.1637169,178,NA,NA
Glyma.08G205600,oil_content,C(type),32.49678908,3,3.445973066,0.017783503
Glyma.08G205600,oil_content,Residual,600.4000027,191,NA,NA
Glyma.06G171700,oil_content,C(type),48.85010526,2,8.495348927,0.000288134
Glyma.06G171700,oil_content,Residual,572.1466551,199,NA,NA
Glyma.10G088000,oil_content,C(type),25.56960576,1,8.2297152,0.004558877
Glyma.10G088000,oil_content,Residual,627.6110702,202,NA,NA
Glyma.20G239400,oil_content,C(type),35.35546137,1,11.64134934,0.000791352
Glyma.20G239400,oil_content,Residual,564.8929195,186,NA,NA
Glyma.03G098600,oil_content,C(type),48.37151868,2,8.317934012,0.000342083
Glyma.03G098600,oil_content,Residual,564.0868641,194,NA,NA
Glyma.18G219200,oil_content,C(type),33.83572043,2,5.728088292,0.004045285
Glyma.18G219200,oil_content,Residual,422.3492878,143,NA,NA
Glyma.08G108400,oil_content,C(type),23.10710057,1,7.378634998,0.007184484
Glyma.08G108400,oil_content,Residual,620.0612869,198,NA,NA
Glyma.04G067300,oil_content,C(type),47.6062786,3,5.485528078,0.001230543
Glyma.04G067300,oil_content,Residual,552.5325963,191,NA,NA
Glyma.18G242900,oil_content,C(type),42.12808982,5,3.036693588,0.01185453
Glyma.18G242900,oil_content,Residual,474.4570469,171,NA,NA
Glyma.06G213600,oil_content,C(type),24.54229571,2,4.086379357,0.018252019
Glyma.06G213600,oil_content,Residual,588.57604,196,NA,NA
Glyma.09G060900,oil_content,C(type),20.83263686,1,6.609598528,0.010908239
Glyma.09G060900,oil_content,Residual,598.8564944,190,NA,NA
Glyma.12G050600,oil_content,C(type),16.47500678,1,5.307362692,0.022273446
Glyma.12G050600,oil_content,Residual,614.6275527,198,NA,NA
Glyma.18G148800,oil_content,C(type),30.7067405,2,5.633438196,0.004259688
Glyma.18G148800,oil_content,Residual,474.2195318,174,NA,NA
Glyma.18G244600,oil_content,C(type),28.3093134,2,4.682169784,0.010292138
Glyma.18G244600,oil_content,Residual,607.6426376,201,NA,NA
Glyma.05G149800,oil_content,C(type),34.20237212,2,5.913490393,0.003216763
Glyma.05G149800,oil_content,Residual,558.1354988,193,NA,NA
Glyma.11G169600,oil_content,C(type),49.01695545,1,16.11193494,8.50E-05
Glyma.11G169600,oil_content,Residual,596.2861259,196,NA,NA
Glyma.02G063300,oil_content,C(type),32.4297556,2,5.307567907,0.005691228
Glyma.02G063300,oil_content,Residual,598.7895218,196,NA,NA
Glyma.20G089500,oil_content,C(type),78.19548955,1,27.6075643,3.73E-07
